Year-Month,Country,inflation-rate(heading),food_inflation,precipitation_Ratio,Population,fatalities,gdp,Exchange_rate,SPEI,Net Refugees,Disaster_Affected,Precipitation,max_temp,mean_temp,min_temp,NDVI_Ratio
2001-01-01,Djibouti,4.19,3.59,0.3816233279070559,771313.0,7948.0,572417440.820162,177.721,0.2658,23004.0,0.0,3.7872124358708223,24.36630385204029,22.187714563951943,19.128140734600777,0.1283603261335027
2001-02-01,Djibouti,3.9,2.9,0.1933919151540479,771313.0,7948.0,572417440.820162,177.721,-1.0964,23004.0,0.0,2.0595460428041945,25.793467480795755,23.32217206849936,20.35803686323624,0.1198493439402484
2001-03-01,Djibouti,4.04,3.24,1.5491146750430964,771313.0,7948.0,572417440.820162,177.721,0.5823,23004.0,0.0,22.30898496692928,28.71503947678434,26.356193954978608,23.4400793793381,0.1158457280775859
2001-04-01,Djibouti,4.46,2.89,0.6347095572049846,771313.0,7948.0,572417440.820162,177.721,-1.3519,23004.0,0.0,9.3681475504024,31.440651660495348,28.31594010281424,25.19220059712728,0.1145556097536971
2001-05-01,Djibouti,5.01,2.7,1.5353563512672952,771313.0,7948.0,572417440.820162,177.721,0.1576,23004.0,0.0,6.998722893547946,35.27771843940985,31.867713590823485,27.84441870822701,0.1060734797019181
2001-06-01,Djibouti,5.39,2.18,0.0494699945321608,771313.0,7948.0,572417440.820162,177.721,0.337,23004.0,100000.0,0.1660419295311886,37.091975996229394,33.448893485892256,29.033211347791905,0.096976170006203
2001-07-01,Djibouti,5.91,2.86,1.481816636580305,771313.0,7948.0,572417440.820162,177.721,0.4541,23004.0,0.0,21.01493702114787,35.00119370081092,31.96955540882169,27.221020019695345,0.1023444194973657
2001-08-01,Djibouti,5.63,3.74,2.036758459599872,771313.0,7948.0,572417440.820162,177.721,0.6514,23004.0,0.0,44.00325592740586,32.92075274887907,29.813996467407947,24.63322597216535,0.1166258131476643
2001-09-01,Djibouti,4.67,4.1,1.089422195690113,771313.0,7948.0,572417440.820162,177.721,-0.357,23004.0,0.0,20.076409078386856,33.64848497178821,30.24538207750402,25.215262858072947,0.1255566647928613
2001-10-01,Djibouti,4.38,3.05,0.3266801091808021,771313.0,7948.0,572417440.820162,177.721,-1.4191,23004.0,0.0,4.637511289068825,31.11741513898301,28.49392420877598,24.357751895535387,0.1233309221424432
2001-11-01,Djibouti,4.24,2.18,0.4050176862825095,771313.0,7948.0,572417440.820162,177.721,-1.0644,23004.0,0.0,5.157040492804681,27.033951716952856,24.795156366707715,21.39675282372372,0.1181431803719266
2001-12-01,Djibouti,4.1,2.18,0.585154998340592,771313.0,7948.0,572417440.820162,177.721,-1.0161,23004.0,0.0,5.442248041451041,25.80317206844211,23.451765328508884,20.58290472133189,0.1150398849196033
2002-01-01,Djibouti,3.89,0.83,0.9823882226302324,795574.0,8095.0,591122039.601398,177.721,0.7114,21575.0,0.0,5.765146344720267,25.180223104005226,23.116220203289345,19.957299086868147,0.1248404148214589
2002-02-01,Djibouti,3.89,1.84,0.2291266201518537,795574.0,8095.0,591122039.601398,177.721,-0.7088,21575.0,0.0,2.393551670092968,25.17487828390944,23.260712416016705,20.4065880820865,0.1274091699276219
2002-03-01,Djibouti,3.75,1.5,0.7037650970260608,795574.0,8095.0,591122039.601398,177.721,-0.7727,21575.0,0.0,10.214181862408283,28.405772945445108,25.91925494366444,22.999452065908827,0.1164552303275533
2002-04-01,Djibouti,3.47,1.5,1.096255486338228,795574.0,8095.0,591122039.601398,177.721,-0.6698,21575.0,0.0,16.724453507010974,29.767743195427784,27.187454757230057,24.2397836685181,0.1241327938069153
2002-05-01,Djibouti,2.65,0.17,0.1543705676097004,795574.0,8095.0,591122039.601398,177.721,-0.6343,21575.0,0.0,1.0004885900171896,34.92059484912505,31.57748938772312,27.95126731216272,0.1170509984252786
2002-06-01,Djibouti,1.18,0.16,0.9188238074688416,795574.0,8095.0,591122039.601398,177.721,-1.5322,21575.0,0.0,1.5690086304945057,36.73969044155547,33.038905383333315,28.89376487731937,0.1005855012608148
2002-07-01,Djibouti,0.65,-0.33,0.6383294529562501,795574.0,8095.0,591122039.601398,177.721,-1.19,21575.0,0.0,10.746843674610336,37.33331359124958,33.65092690895915,29.23593298389068,0.0959107144617121
2002-08-01,Djibouti,0.65,0.33,0.6022920227655791,795574.0,8095.0,591122039.601398,177.721,-0.4661,21575.0,0.0,17.47978525174664,36.41641287444742,32.91579008293911,27.91020435210197,0.1076700236699338
2002-09-01,Djibouti,1.05,1.16,2.0439742456065453,795574.0,8095.0,591122039.601398,177.721,-0.462,21575.0,0.0,31.225539850161464,33.883194012112085,30.45589778431986,25.4719120025635,0.1264857569585842
2002-10-01,Djibouti,0.66,1.49,0.3992611025956413,795574.0,8095.0,591122039.601398,177.721,0.1399,21575.0,0.0,5.218060669443554,30.362587311447328,27.92795976288505,24.396436227778,0.123167244032748
2002-11-01,Djibouti,0.52,1.82,0.3722145428328458,795574.0,8095.0,591122039.601398,177.721,-0.9783,21575.0,0.0,4.76211495432797,27.552423074510383,25.497599402598496,22.25768023596873,0.1183112092704889
2002-12-01,Djibouti,0.66,2.48,0.6483172623468109,795574.0,8095.0,591122039.601398,177.721,0.1454,21575.0,0.0,6.482423576504966,26.202537032096643,24.25049032075418,21.168916505382924,0.1086965519301125
2003-01-01,Djibouti,-0.52,4.01,0.6260487900236172,813519.0,8243.0,622044665.515049,177.721,-0.0576,28095.0,0.0,5.037926944364375,25.1131381045106,23.01936932322741,20.000922672722936,0.1262095134916313
2003-02-01,Djibouti,-0.26,3.83,1.5301945683221698,813519.0,8243.0,622044665.515049,177.721,-0.8963,28095.0,0.0,8.74675613494616,27.62278593608312,25.05788266973167,22.123678211938795,0.1210940752102818
2003-03-01,Djibouti,-0.39,3.99,0.4344753429128912,813519.0,8243.0,622044665.515049,177.721,-0.446,28095.0,0.0,7.156832749196697,29.316225634339048,26.38741138407522,23.3730053932436,0.1206032097164155
2003-04-01,Djibouti,-0.13,3.14,1.1483743449013872,813519.0,8243.0,622044665.515049,177.721,-0.3683,28095.0,0.0,17.425993466458305,29.94125003814701,27.796083938945685,24.654664209153964,0.1121172476533327
2003-05-01,Djibouti,0.0,4.16,0.1413992190676681,813519.0,8243.0,622044665.515049,177.721,-1.559,28095.0,0.0,1.126861701443285,34.0642169501192,30.91674555171108,27.332283356369203,0.111832589711325
2003-06-01,Djibouti,0.39,3.15,1.0486949874766731,813519.0,8243.0,622044665.515049,177.721,0.0921,28095.0,0.0,1.52829861285874,36.82873083750411,33.173058864493214,28.959245702955457,0.0863921019453011
2003-07-01,Djibouti,0.0,2.99,0.6912897250494876,813519.0,8243.0,622044665.515049,177.721,0.8475,28095.0,0.0,11.269103601182197,36.35285312693611,33.06210922226592,28.300197506976417,0.0937432018829449
2003-08-01,Djibouti,-0.13,2.82,2.194308071178739,813519.0,8243.0,622044665.515049,177.721,-0.2699,28095.0,0.0,55.534461172902006,33.09199389385924,30.059923267009424,25.27539338142645,0.1263527009346643
2003-09-01,Djibouti,0.0,3.14,0.7189360698095684,813519.0,8243.0,622044665.515049,177.721,0.5959,28095.0,0.0,13.062685339244318,35.63049185011124,31.81792451515668,26.6096259646946,0.1253795858402706
2003-10-01,Djibouti,0.39,2.97,0.2957238261922897,813519.0,8243.0,622044665.515049,177.721,-0.9227,28095.0,0.0,4.064443382471793,30.424448944419964,27.97377385921675,24.115117522208948,0.1242413823941493
2003-11-01,Djibouti,1.04,3.12,0.3850579997153439,813519.0,8243.0,622044665.515049,177.721,-1.3775,28095.0,0.0,4.818693342685865,27.449069764879027,25.33445291532638,22.1569012535943,0.1174552072350633
2003-12-01,Djibouti,1.04,3.1,3.964232086013151,813519.0,8243.0,622044665.515049,177.721,0.6016,28095.0,0.0,13.33831804991169,25.442193583006546,23.139329716913664,20.25988091499579,0.1266624821846124
2004-01-01,Djibouti,2.33,5.61,0.627090992136851,826124.0,8350.0,666072101.777505,177.721,0.7175,17505.0,0.0,4.3169201495553535,25.825058381275483,23.802590518247086,20.76366882734402,0.1197323833612225
2004-02-01,Djibouti,2.33,8.99,0.233333597340571,826124.0,8350.0,666072101.777505,177.721,-0.0811,17505.0,0.0,2.442661013805353,25.7721944041636,23.55979784223723,20.53145210441505,0.1232304717998789
