Year-Month,Country,inflation-rate(heading),food_inflation,precipitation_Ratio,Population,fatalities,gdp,Exchange_rate,SPEI,Net Refugees,Disaster_Affected,Precipitation,max_temp,mean_temp,min_temp,NDVI_Ratio
2001-01-01,Afghanistan,,22.94,0.5875081380302409,20284307.0,242473.0,2813571753.87253,47.5048,-1.0091,-3840535.0,100000.0,22.07949470545357,9.913344237624983,-2.5726648093518,-29.8960396879462,0.0756869909380502
2001-02-01,Afghanistan,,24.36,0.6534229140724099,20284307.0,242473.0,2813571753.87253,47.5048,-1.1469,-3840535.0,0.0,28.276701860908705,14.253256938571042,0.1771951603328716,-28.4020804405212,0.0835570232884449
2001-03-01,Afghanistan,,21.2,0.8197425372110935,20284307.0,242473.0,2813571753.87253,47.5048,-0.9807,-3840535.0,0.0,45.347792207110025,20.78689295040664,6.4458283145534665,-24.1512712171,0.1114082124004151
2001-04-01,Afghanistan,,17.3,1.21099709885662,20284307.0,242473.0,2813571753.87253,47.5048,-1.1033,-3840535.0,0.0,36.290784708611646,29.46293627421062,15.003643174127204,-17.3180967119004,0.1308462886603365
2001-05-01,Afghanistan,,9.33,0.816278453216324,20284307.0,242473.0,2813571753.87253,47.5048,-1.4512,-3840535.0,0.0,11.048397653789523,34.3988725682741,21.64131507683493,-12.005450558406,0.1327213125815787
2001-06-01,Afghanistan,,11.98,0.2788178772865487,20284307.0,242473.0,2813571753.87253,47.5048,0.0757,-3840535.0,4655.0,4.558483899747354,35.32628317938912,23.84627834844389,-5.8674966600206,0.1216452480765296
2001-07-01,Afghanistan,,9.48,0.3362613666142132,20284307.0,242473.0,2813571753.87253,47.5048,0.2698,-3840535.0,0.0,5.778454087771367,36.567555322954775,24.745090391422423,-4.1855344997939,0.1191860005637854
2001-08-01,Afghanistan,,2.52,0.1079685807748106,20284307.0,242473.0,2813571753.87253,47.5048,-0.4894,-3840535.0,0.0,2.379264847293308,34.213033704860266,23.124217041054465,-5.89185488300938,0.1171955866436428
2001-09-01,Afghanistan,,0.79,0.0926040671752731,20284307.0,242473.0,2813571753.87253,47.5,-0.1615,-3840535.0,0.0,1.3705820908903634,29.710190158420176,18.67459746546325,-11.5339396158854,0.110093454764006
2001-10-01,Afghanistan,,12.46,1.611440560513471,20284307.0,242473.0,2813571753.87253,47.5,-0.4007,-3840535.0,0.0,5.8663170362341726,24.349340857228924,13.865771261422084,-16.8643740705264,0.1048943007389667
2001-11-01,Afghanistan,,11.2,1.023772856617153,20284307.0,242473.0,2813571753.87253,47.5,-0.0693,-3840535.0,100000.0,14.830441737946463,18.76104861365428,7.460281937272953,-24.2792969809637,0.0971756897857805
2001-12-01,Afghanistan,,9.79,0.9683005884741374,20284307.0,242473.0,2813571753.87253,47.258979,0.08,-3840535.0,40.0,28.130758669967808,14.953011408159853,2.8382945813235096,-26.7427998737622,0.0866553507431221
2002-01-01,Afghanistan,,11.61,0.7203274472467349,21378117.0,239161.0,3825701438.99963,47.263,-0.6323,-2536963.0,200000.0,26.89256247708818,12.659392395839916,-0.58298081480359,-29.8215383837299,0.0851844432416754
2002-02-01,Afghanistan,,14.5,1.0992443996022343,21378117.0,239161.0,3825701438.99963,47.263,0.204,-2536963.0,400.0,53.04329292684535,15.823821503775491,0.6786578128557039,-26.5409739993867,0.0847004369171959
2002-03-01,Afghanistan,,19.86,0.8374921843433873,21378117.0,239161.0,3825701438.99963,47.263,-0.7578,-2536963.0,94892.0,50.14567550507233,21.70896409967895,7.475784209986273,-22.1930147519675,0.116596742714747
2002-04-01,Afghanistan,,15.51,1.8957774152910487,21378117.0,239161.0,3825701438.99963,47.263,0.1085,-2536963.0,11575.0,62.8749118808092,27.8149789810181,13.26069123302409,-17.2656660927666,0.152697975347446
2002-05-01,Afghanistan,,17.35,0.8741893881874089,21378117.0,239161.0,3825701438.99963,47.263,-0.3019,-2536963.0,0.0,15.985176833504203,32.386556920697615,18.83660083795047,-14.6923976323937,0.1543680391830569
2002-06-01,Afghanistan,,22.03,0.4092729422345347,21378117.0,239161.0,3825701438.99963,47.263,0.3492,-2536963.0,0.0,5.006792725056813,35.86728375752767,23.084663591087747,-8.95063616434731,0.1418004177948343
2002-07-01,Afghanistan,,21.85,0.1453312861732551,21378117.0,239161.0,3825701438.99963,47.263,-0.7552,-2536963.0,6688.0,3.5287364742672334,35.62234983956944,23.713807978809825,-5.81905116009454,0.1348642748699118
2002-08-01,Afghanistan,,20.8,0.1213395775269368,21378117.0,239161.0,3825701438.99963,47.263,-0.9062,-2536963.0,0.0,2.851616589663577,34.979487786241805,24.09784160389501,-4.0672349540136,0.1269079522108573
2002-09-01,Afghanistan,,20.08,0.2467229125726354,21378117.0,239161.0,3825701438.99963,47.263,-0.4269,-2536963.0,115.0,1.4483356110177263,29.68205740186903,18.44827101136809,-11.2607241736517,0.1207853382587595
2002-10-01,Afghanistan,,17.17,0.3366699459391957,21378117.0,239161.0,3825701438.99963,47.263,-1.0311,-2536963.0,0.0,2.79234398921668,25.476674488026617,14.517751112535848,-15.7484599205755,0.1165228544703186
2002-11-01,Afghanistan,,17.01,1.4791631136820138,21378117.0,239161.0,3825701438.99963,47.263,0.4836,-2536963.0,0.0,16.706838974051127,16.938276481628463,6.735200236751552,-21.4243483013576,0.1099890390222378
2002-12-01,Afghanistan,,21.29,1.4944209975210223,21378117.0,239161.0,3825701438.99963,47.263,0.5831,-2536963.0,0.0,44.96401888617303,11.969661003030753,-0.382703125170166,-26.0067886147447,0.0802556742366617
2003-01-01,Afghanistan,,19.59,0.8921029217316747,22733049.0,243573.0,4520946818.54581,46.36,-0.6301,-2162252.0,0.0,32.2616710812174,12.730173344765944,0.3517598054892801,-27.8700109420283,0.0854894279125765
2003-02-01,Afghanistan,,20.41,1.364086456526488,22733049.0,243573.0,4520946818.54581,51.175,0.8948,-2162252.0,0.0,64.80624290475645,16.35711733954298,1.3038174400332423,-25.0809348832993,0.0838070829940419
2003-03-01,Afghanistan,,19.61,1.3669287021748515,22733049.0,243573.0,4520946818.54581,51.62,0.2772,-2162252.0,2000.0,75.99725941024825,20.65047515130817,5.239375383985191,-23.120557694794,0.1200845294822828
