Year-Month,Country,inflation-rate(heading),food_inflation,precipitation_Ratio,Precipitation_mm,Population,fatalities,gdp,Exchange_rate,SPEI,c_cifvalue,c_fobvalue,w_cifvalue,w_fobvalue,s_cifvalue,s_fobvalue,Net Refugees,Disaster_Affected,Precipitation,max_temp,mean_temp,min_temp,NDVI_Ratio
2012-02-01,Barbados,-0.18,10.3,1.6563126373337953,73.18,155070101.0,2557.0,5271257500.0,2.0,1.1945,,1200.0,1063007.0,0.0,105.5,0.0,-106.0,0.0,,25.05512982072503,25.013705646826622,24.94626835790177,0.6214248755999058
2012-03-01,Barbados,0.86,10.83,1.2065119851896609,44.55,155070101.0,2557.0,5271257500.0,2.0,1.0002,5396.0,,903432.5,0.0,1238648.0,0.0,-106.0,0.0,,25.442559855471416,25.38881605268557,25.321164211150176,0.5010376758263149
2012-04-01,Barbados,-0.55,8.52,1.1767081183384276,70.99,155070101.0,2557.0,5271257500.0,2.0,1.7531,1203266.5,0.0,959792.0,0.0,1386659.0,0.0,-106.0,0.0,,25.97915219200985,25.935285709588243,25.88069299062096,0.4854723593866429
2012-05-01,Barbados,0.55,7.47,2.906735696869195,187.67,155070101.0,2557.0,5271257500.0,2.0,2.3007,0.0,1125.0,963579.0,0.0,1513295.0,0.0,-106.0,0.0,,26.307712111934563,26.250795596108446,26.17177566200177,0.5681134555930509
2012-06-01,Barbados,-0.24,6.3,0.9996329715413582,107.52,155070101.0,2557.0,5271257500.0,2.0,0.6756,1799.5,0.0,1019627.5,0.0,141.5,0.0,-106.0,0.0,,26.937994978162976,26.901707026739416,26.86734339396162,0.5812852773437999
2012-07-01,Barbados,-0.67,4.03,0.7279961227110516,98.36,155070101.0,2557.0,5271257500.0,2.0,-0.9101,0.0,1125.0,1578861.0,0.0,2274270.0,0.0,-106.0,0.0,,26.764247799945167,26.720289106428936,26.680452437041936,0.5754660886922753
2012-08-01,Barbados,0.37,3.45,1.6241843255009831,260.84,155070101.0,2557.0,5271257500.0,2.0,1.3179,1296796.0,0.0,130.0,0.0,407.0,0.0,-106.0,0.0,,26.566759650937968,26.489876044301923,26.41755297671085,0.6641597016206497
2012-09-01,Barbados,1.11,4.63,0.5967773065101409,97.5,155070101.0,2557.0,5271257500.0,2.0,-1.1926,1389346.0,0.0,0.0,15386.0,1729647.5,0.0,-106.0,0.0,,27.35648521847196,27.292518510887646,27.228946155971983,0.6572828424914845
2012-10-01,Barbados,0.43,4.14,0.8273900952799511,158.01,155070101.0,2557.0,5271257500.0,2.0,-1.0044,1418874.0,0.0,94.5,0.0,2303765.5,0.0,-106.0,0.0,,27.15112198860419,27.079337391560387,27.007488546063826,0.6541514319109589
2012-11-01,Barbados,0.24,3.57,0.5396195000355603,87.71,155070101.0,2557.0,5271257500.0,2.0,-2.1603,9522.5,0.0,1339450.0,0.0,68.0,0.0,-106.0,0.0,,27.077764595879444,27.00527389482346,26.945936796400304,0.6479623195904864
2012-12-01,Barbados,0.0,3.48,1.7481234813891569,185.51,155070101.0,2557.0,5271257500.0,2.0,0.9317,0.0,1200.0,71.0,0.0,2121575.0,0.0,-106.0,0.0,,26.2808024785852,26.211867880685706,26.167962256810995,0.6318605546660397
2013-01-01,Barbados,-0.73,1.68,0.8391133077424031,59.97,156532141.0,2567.0,5361158350.0,2.0,-0.0446,1731262.0,0.0,1095178.0,0.0,1865032.0,0.0,-114.0,0.0,,25.591361474478163,25.5172520027769,25.46886588476042,0.6650733094490339
2013-02-01,Barbados,0.91,3.29,0.7914840804542449,35.32,156532141.0,2567.0,5361158350.0,2.0,-1.1135,22.5,0.0,1062226.0,0.0,452.5,0.0,-114.0,0.0,,25.435141295478505,25.36738709386333,25.31137943721956,0.5845990792630908
2013-03-01,Barbados,-0.48,1.32,0.8803198946046707,32.13,156532141.0,2567.0,5361158350.0,2.0,-1.4026,0.0,1200.0,59.0,0.0,2099364.0,0.0,-114.0,0.0,,26.0489323810865,25.99065769211888,25.94078333454752,0.4805185216775784
2013-04-01,Barbados,0.3,2.57,1.7549249125205957,104.01,156532141.0,2567.0,5361158350.0,2.0,1.2814,955600.5,0.0,854635.0,0.0,212.5,0.0,-114.0,0.0,,26.026989852057568,25.96972273310041,25.89524072011312,0.4994564648594765
2013-05-01,Barbados,0.42,2.38,1.6412609878890636,92.57,156532141.0,2567.0,5361158350.0,2.0,0.9516,1773420.0,0.0,0.0,19911.5,1968362.0,0.0,-114.0,0.0,,26.49942843939669,26.443699254553053,26.37643406775692,0.6018361059255697
2013-06-01,Barbados,-0.06,2.65,0.8979773091545997,91.57,156532141.0,2567.0,5361158350.0,2.0,0.3542,20243.5,0.0,1239144.0,0.0,1973178.5,0.0,-114.0,0.0,,26.486306889851903,26.4381368536906,26.383651182386643,0.6140137741598548
2013-07-01,Barbados,0.0,3.65,0.4968327777367725,67.22,156532141.0,2567.0,5361158350.0,2.0,-1.4163,0.0,1200.0,83.0,0.0,13.5,0.0,-114.0,0.0,,26.828410474715724,26.77436731888315,26.730300070649832,0.5859669827846623
2013-08-01,Barbados,0.66,4.08,1.2561147750914703,198.33,156532141.0,2567.0,5361158350.0,2.0,1.3676,11625.0,0.0,1476495.0,0.0,1784781.0,0.0,-114.0,0.0,,26.865735380111232,26.80270992005029,26.74233410742977,0.6387814053239433
2013-09-01,Barbados,0.36,2.98,0.699394218755268,106.23,156532141.0,2567.0,5361158350.0,2.0,-1.5733,0.0,1500.0,1389277.5,0.0,2115642.5,0.0,-114.0,0.0,,27.21231577131488,27.14447800985789,27.06884246402319,0.6606520573867783
2013-10-01,Barbados,0.12,2.53,1.098519780618509,205.18,156532141.0,2567.0,5361158350.0,2.0,0.2793,1713321.5,0.0,0.0,36620.0,2197872.0,0.0,-114.0,0.0,,26.82519347488244,26.75874573953763,26.69831122941872,0.6455048081659461
2013-11-01,Barbados,0.24,2.52,0.5767172387214387,94.01,156532141.0,2567.0,5361158350.0,2.0,-0.9213,17174.0,0.0,1457499.0,0.0,515.0,0.0,-114.0,0.0,,26.461665619744224,26.391162376527973,26.3229693306817,0.6825007049175624
2013-12-01,Barbados,-0.54,2.87,1.6960669614059525,167.15,156532141.0,2567.0,5361158350.0,2.0,0.5503,1941549.5,0.0,94.5,0.0,2180162.0,0.0,-114.0,0.0,,25.916922997915663,25.84185883195812,25.789318831248977,0.6619450145341731
2014-01-01,Barbados,-0.56,2.64,0.9149625179521702,65.4,157964929.0,2583.0,5365976700.0,2.0,0.3476,0.0,1500.0,989267.0,0.0,56.0,0.0,-99.0,0.0,,25.18047222834764,25.110484179538616,25.066274794711887,0.6320126628788052
2014-02-01,Barbados,0.46,1.33,0.8795678326713863,37.43,157964929.0,2583.0,5365976700.0,2.0,0.109,38116.0,0.0,923222.0,0.0,2491145.0,0.0,-99.0,0.0,,25.0087719690232,24.938444244097468,24.8863034747896,0.5731116300897321
2014-03-01,Barbados,-0.17,1.25,0.8194414799442544,28.56,157964929.0,2583.0,5365976700.0,2.0,-0.8792,1849328.5,0.0,1111644.5,0.0,364.0,0.0,-99.0,0.0,,25.14635062268985,25.084853625630387,25.038920872185827,0.5422193564738111
2014-04-01,Barbados,0.59,1.0,1.1936416044985636,73.35,157964929.0,2583.0,5365976700.0,2.0,-0.7733,8263.5,0.0,610.0,0.0,1654944.0,0.0,-99.0,0.0,,25.82650930616592,25.776796044074445,25.72289873758956,0.4259493287697562
2014-05-01,Barbados,0.34,1.73,0.7071217835940984,37.44,157964929.0,2583.0,5365976700.0,2.0,-1.7768,0.0,1125.0,977618.5,0.0,9.0,0.0,-99.0,0.0,,26.480631867275463,26.42521130571231,26.35516458736953,0.3710469358947752
2014-06-01,Barbados,0.33,2.81,0.6688650236897158,74.35,157964929.0,2583.0,5365976700.0,2.0,-1.3178,1483096.5,0.0,1101418.0,0.0,1432606.0,0.0,-99.0,0.0,,26.697614055209726,26.66707594601036,26.611890856424964,0.3762610235585409
2014-07-01,Barbados,0.38,3.44,1.5326497478593253,216.98,157964929.0,2583.0,5365976700.0,2.0,-1.0796,10560.0,0.0,36.5,0.0,269.0,0.0,-99.0,0.0,,26.64137900567829,26.60017253690632,26.5451009688839,0.5165616416740464
2014-08-01,Barbados,0.92,2.9,1.1683575530175352,189.36,157964929.0,2583.0,5365976700.0,2.0,-0.3385,1180709.0,0.0,1024005.5,0.0,2304430.0,0.0,-99.0,0.0,,26.586756499095657,26.516618301862195,26.431215294458585,0.5964118185509174
2014-09-01,Barbados,-0.56,1.24,0.8704355200847184,138.59,157964929.0,2583.0,5365976700.0,2.0,-0.8655,0.0,1125.0,631744.0,0.0,228.5,0.0,-99.0,0.0,,26.912521489461312,26.854070196364773,26.792168299357115,0.6262175527070903
2014-10-01,Barbados,0.63,2.57,1.1120540951719533,202.47,157964929.0,2583.0,5365976700.0,2.0,-0.1214,37276.0,0.0,1177330.5,0.0,333.0,0.0,-99.0,0.0,,27.101344578240514,27.02385718995316,26.96672596264915,0.6994722686428905
2014-11-01,Barbados,0.35,2.96,1.595168596489295,275.05,157964929.0,2583.0,5365976700.0,2.0,1.4533,0.0,425.0,968782.0,0.0,1449196.0,0.0,-99.0,0.0,,26.425689654880102,26.364264422666565,26.288460922241256,0.6833930832451827
2014-12-01,Barbados,-0.34,4.45,0.90765951442544,91.12,157964929.0,2583.0,5365976700.0,2.0,1.668,20293.5,0.0,682340.5,0.0,2033124.0,0.0,-99.0,0.0,,26.087897503760587,26.014081030172008,25.960435096166464,0.6519541444950139
2015-01-01,Barbados,-1.61,5.63,0.8300512530091201,55.13,159383179.0,2598.0,5288057750.0,2.0,-0.0838,1485567.0,0.0,1039693.5,0.0,594.5,0.0,-119.0,0.0,,25.43790715535482,25.37147050793669,25.329301329581995,0.6229761122421316
2015-02-01,Barbados,-1.46,2.22,0.7972317381771933,35.77,159383179.0,2598.0,5288057750.0,2.0,-0.3209,1088662.5,0.0,647996.5,0.0,1596939.0,0.0,-119.0,0.0,,25.44485980442596,25.38493558012777,25.352350852603024,0.5783493437277731
2015-03-01,Barbados,-0.8,3.01,1.5295420746303916,53.58,159383179.0,2598.0,5288057750.0,2.0,2.0061,1241486.0,0.0,7.5,0.0,1863693.0,0.0,-119.0,0.0,,25.095303759010903,25.02949971765878,24.972999806557937,0.5356326880387869
2015-04-01,Barbados,0.71,1.94,0.668301204382579,39.94,159383179.0,2598.0,5288057750.0,2.0,-0.0094,0.0,480.0,880471.0,0.0,328.0,0.0,-119.0,0.0,,25.75558414459232,25.70971044263013,25.662534014384,0.486215275843763
2015-05-01,Barbados,0.6,1.13,0.3546235793914387,22.16,159383179.0,2598.0,5288057750.0,2.0,-2.2538,20774.0,0.0,0.0,97.0,367.0,0.0,-119.0,0.0,,26.35676967251686,26.307625066210107,26.250586876817977,0.3954912573701692
2015-06-01,Barbados,0.81,0.71,0.5888992361096146,65.35,159383179.0,2598.0,5288057750.0,2.0,-1.6058,1396822.0,0.0,694938.5,0.0,2415433.0,0.0,-119.0,0.0,,26.505034616258456,26.476733021567554,26.424131838480665,0.4025819810497845
2015-07-01,Barbados,0.07,1.19,0.4766963124857493,55.55,159383179.0,2598.0,5288057750.0,2.0,-1.3638,0.0,454.0,0.0,7.5,26.0,0.0,-119.0,0.0,,26.52086215685773,26.49252272362668,26.447900862334905,0.5140807403959569
2015-08-01,Barbados,0.12,1.92,0.6132479282297264,89.86,159383179.0,2598.0,5288057750.0,2.0,-2.3449,12491.5,0.0,0.0,10.0,1438484.5,0.0,-119.0,0.0,,27.01403140816637,26.96288993338095,26.91205675678873,0.5415752099394264
2015-09-01,Barbados,0.08,4.5,0.6436649114595684,86.5,159383179.0,2598.0,5288057750.0,2.0,-2.0197,1304325.5,0.0,785122.0,0.0,1984587.5,0.0,-119.0,0.0,,27.5792273203532,27.514547587774416,27.477211803860143,0.622375806349357
2015-10-01,Barbados,-0.59,4.72,0.6748002644431866,126.87,159383179.0,2598.0,5288057750.0,2.0,-1.7275,0.0,1125.0,865778.5,0.0,498.5,0.0,-119.0,0.0,,27.683630428519336,27.619476383912115,27.5796921514696,0.6623108276765072
2015-11-01,Barbados,-0.19,4.23,0.9676732591406848,168.2,159383179.0,2598.0,5288057750.0,2.0,0.4637,22680.0,0.0,580632.0,0.0,1375545.5,0.0,-119.0,0.0,,26.762346500820627,26.70319297201877,26.63287058936225,0.6494074462925856
2015-12-01,Barbados,-0.23,2.49,0.9517632463064758,98.4,159383179.0,2598.0,5288057750.0,2.0,-0.6724,1218217.5,0.0,49.5,0.0,137.0,0.0,-119.0,0.0,,26.29780200014835,26.238393063821945,26.18738218328008,0.6465546047412422
2016-01-01,Barbados,-0.66,0.51,0.9613217983461848,68.6,160811932.0,2615.0,5330761500.0,2.0,-0.2159,8457.5,0.0,924018.0,0.0,1650669.0,0.0,-188.0,0.0,,25.399446721230788,25.33003618841076,25.2760822009015,0.6198428183381863
2016-02-01,Barbados,-0.72,4.83,0.7235832110759229,32.24,160811932.0,2615.0,5330761500.0,2.0,-0.94,0.0,1500.0,749455.5,0.0,469.0,0.0,-188.0,0.0,,25.565581104673186,25.50252430845461,25.44781271835853,0.4883356671141422
2016-03-01,Barbados,0.0,5.67,1.3968803556367864,48.33,160811932.0,2615.0,5330761500.0,2.0,2.0103,1237802.5,0.0,28.0,0.0,1612163.0,0.0,-188.0,0.0,,25.776777706351368,25.71479438555724,25.646716382426632,0.4795846584111909
2016-04-01,Barbados,0.55,6.2,0.5848633653061908,33.82,160811932.0,2615.0,5330761500.0,2.0,-1.4868,23737.0,0.0,793736.0,0.0,2081160.5,0.0,-188.0,0.0,,26.68881297641332,26.63220569093056,26.58172476026749,0.443994568580861
2016-05-01,Barbados,2.35,10.17,1.124467723885546,65.79,160811932.0,2615.0,5330761500.0,2.0,0.6226,1030767.5,0.0,449.0,0.0,915.0,0.0,-188.0,0.0,,27.06962518589472,27.03080325055845,26.965111997050656,0.4239569717501088
2016-06-01,Barbados,0.06,9.35,1.2125024686264787,119.7,160811932.0,2615.0,5330761500.0,2.0,0.6052,14335.0,0.0,809603.5,0.0,2043240.0,0.0,-188.0,0.0,,26.92878971099856,26.88472335040524,26.82285438113746,0.5594012895963518
2016-07-01,Barbados,1.83,11.35,0.7736330736836945,86.07,160811932.0,2615.0,5330761500.0,2.0,0.305,0.0,800.0,806885.0,0.0,510.0,0.0,-188.0,0.0,,26.960347768311863,26.91378097911587,26.856125973117003,0.6305220560578144
2016-08-01,Barbados,-0.29,10.73,0.5781298133288505,78.12,160811932.0,2615.0,5330761500.0,2.0,-1.6335,24602.0,0.0,0.0,905.0,1541558.5,0.0,-188.0,0.0,,27.411729103006337,27.357011778860624,27.2960852017967,0.6302116176709198
2016-09-01,Barbados,0.29,9.83,1.1946246739498567,202.83,160811932.0,2615.0,5330761500.0,2.0,1.3741,0.0,6390.0,888048.5,0.0,2120354.5,0.0,-188.0,0.0,,27.469930797153097,27.404770094178275,27.35311222076416,0.665006313020692
2016-10-01,Barbados,-0.98,9.16,0.6696536563783435,134.28,160811932.0,2615.0,5330761500.0,2.0,-1.2179,1075667.5,0.0,1036425.5,0.0,230.0,0.0,-188.0,0.0,,27.28966685059254,27.224005442203804,27.14325860546484,0.6599601115545848
2016-11-01,Barbados,1.17,10.47,1.791133275640628,298.26,160811932.0,2615.0,5330761500.0,2.0,0.7643,0.0,750.0,756301.5,0.0,2002600.0,0.0,-188.0,0.0,,26.96531064775257,26.888289630058523,26.80244714948867,0.6723981721431669
2016-12-01,Barbados,-0.35,10.32,1.818312458886548,184.85,160811932.0,2615.0,5330761500.0,2.0,0.6873,1109733.0,0.0,199.0,0.0,135.0,0.0,-188.0,0.0,,26.364118133052727,26.29094578341113,26.209293599282542,0.6971736287629848
2017-01-01,Barbados,0.93,13.25,0.7656454098431067,58.1,162186147.0,2641.0,5517340450.0,2.0,-1.2167,0.0,2.0,712594.0,0.0,1336079.5,0.0,-248.0,0.0,,25.42346852620443,25.34425070127031,25.285374188166827,0.6692763903574959
2017-02-01,Barbados,-0.4,9.8,0.8189151455996189,36.98,162186147.0,2641.0,5517340450.0,2.0,-1.3753,13014.0,0.0,7.5,0.0,180.5,0.0,-248.0,0.0,,25.39830069768999,25.33546958070952,25.303097479684027,0.6140873696925355
2017-03-01,Barbados,-0.35,6.23,1.144306140413965,40.03,162186147.0,2641.0,5517340450.0,2.0,0.8565,996504.0,0.0,957977.5,0.0,1433463.0,0.0,-248.0,0.0,,25.53158849080404,25.47087413637695,25.41208821778656,0.5473312585010999
2017-04-01,Barbados,-0.52,4.77,0.7489770386674899,42.96,162186147.0,2641.0,5517340450.0,2.0,-0.3343,0.0,750.0,22.0,0.0,326.0,0.0,-248.0,0.0,,26.55900647905139,26.514024701282835,26.46306192610001,0.4978968230294092
2017-05-01,Barbados,0.87,2.87,0.8401439237997881,51.0,162186147.0,2641.0,5517340450.0,2.0,0.3034,1101148.5,0.0,818066.0,0.0,2274262.5,0.0,-248.0,0.0,,26.86234532428045,26.816834397932663,26.751718119139355,0.4753231615182363
2017-06-01,Barbados,0.46,4.56,1.3259988770019195,140.79,162186147.0,2641.0,5517340450.0,2.0,1.2679,3548.5,0.0,102.5,0.0,1252.0,0.0,-248.0,0.0,,26.93784618377685,26.88693100499904,26.82320859697132,0.5864527135217811
2017-07-01,Barbados,1.26,3.43,0.5033122191579561,66.0,162186147.0,2641.0,5517340450.0,2.0,-1.6286,0.0,750.0,468658.0,0.0,1489675.0,0.0,-248.0,0.0,,26.84897772266021,26.77197084498568,26.69033356943441,0.6446139332457901
2017-08-01,Barbados,1.64,5.3,1.214075071625834,189.93,162186147.0,2641.0,5517340450.0,2.0,1.1877,2350.0,0.0,71.0,0.0,2075218.5,0.0,-248.0,0.0,,27.13688449244347,27.051078520002363,26.967776419526786,0.6536735111695748
2017-09-01,Barbados,1.0,6.02,1.11616582790951,181.92,162186147.0,2641.0,5517340450.0,2.0,1.679,918178.0,0.0,958762.5,0.0,221.5,0.0,-248.0,0.0,,27.23077740139433,27.14467215630441,27.07052620781792,0.6596232506754462
2017-10-01,Barbados,1.49,6.14,1.0801193883483575,211.35,162186147.0,2641.0,5517340450.0,2.0,0.9298,19394.0,0.0,805275.0,0.0,2001289.0,0.0,-248.0,0.0,,26.825680587112288,26.72484177007908,26.639403915405296,0.6595923401727963
2017-11-01,Barbados,0.54,6.09,0.4865974715920408,85.34,162186147.0,2641.0,5517340450.0,2.0,-0.9032,0.0,750.0,578218.0,0.0,262.0,0.0,-248.0,0.0,,26.62944081624352,26.52946737588269,26.432780117458776,0.6811407149697286
2017-12-01,Barbados,0.05,6.62,1.6632356070230432,162.11,162186147.0,2641.0,5517340450.0,2.0,1.7166,878563.5,0.0,490175.0,0.0,1974715.5,0.0,-248.0,0.0,,26.09610806536932,26.03632106290263,25.96522768902525,0.6892113696195606
2018-01-01,Barbados,-0.86,3.96,1.253195110534409,93.54,163523103.0,2655.0,5629916200.0,2.0,1.379,969818.5,0.0,453374.0,0.0,246.0,0.0,-287.0,0.0,,25.42399561071909,25.37142589073101,25.31798082577285,0.6496641103612759
2018-02-01,Barbados,0.65,6.17,1.4990831807126068,65.45,163523103.0,2655.0,5629916200.0,2.0,1.5455,4871.5,0.0,639.0,0.0,1896276.5,0.0,-287.0,0.0,,24.81046622594198,24.750694150279458,24.697405865078903,0.6572493649999434
2018-03-01,Barbados,-0.54,6.51,1.120189319778408,43.3,163523103.0,2655.0,5629916200.0,2.0,-0.3448,0.0,776.0,753370.5,0.0,5933.5,0.0,-287.0,0.0,,25.6479666802191,25.581666856138213,25.52659466240999,0.547699437242307
2018-04-01,Barbados,-1.09,6.48,0.8127260483631894,50.25,163523103.0,2655.0,5629916200.0,2.0,0.7321,1145678.0,0.0,725892.5,0.0,1983960.5,0.0,-287.0,0.0,,25.90870295630566,25.85530520799091,25.79269818200009,0.5462459940374962
2018-05-01,Barbados,0.39,4.34,0.5938950056569428,40.03,163523103.0,2655.0,5629916200.0,2.0,-0.3189,4355.5,0.0,1005532.5,0.0,1223248.5,0.0,-287.0,0.0,,26.27981879941882,26.23362316213894,26.167981391824696,0.4852527077239519
2018-06-01,Barbados,0.82,1.72,0.7505904965068183,75.51,163523103.0,2655.0,5629916200.0,2.0,-1.2157,0.0,3.0,95.5,0.0,596.0,0.0,-287.0,0.0,,26.46870297325984,26.426884678613305,26.37227285173208,0.4693684462687474
2018-07-01,Barbados,0.71,0.45,0.4758440897204361,58.3,163523103.0,2655.0,5629916200.0,2.0,-1.7936,935138.0,0.0,531517.0,0.0,1714049.0,0.0,-287.0,0.0,,26.54312165373119,26.500429241989423,26.45191544153357,0.5102152619140845
2018-08-01,Barbados,-1.6,-1.36,0.767427846572249,129.4,163523103.0,2655.0,5629916200.0,2.0,0.7337,0.0,750.0,549495.0,,556.0,0.0,-287.0,0.0,,26.687972702518607,26.63829880501368,26.59403369042184,0.5822053948411503
2018-09-01,Barbados,-0.1,-2.42,0.893546876663797,150.15,163523103.0,2655.0,5629916200.0,2.0,1.4272,13441.5,0.0,777.0,0.0,964771.5,0.0,-287.0,0.0,,27.14388915167916,27.09327379015884,27.04385117424863,0.6491237751233704
2018-10-01,Barbados,0.1,-2.16,0.83225407530671,152.2,163523103.0,2655.0,5629916200.0,2.0,-0.437,1245884.5,0.0,904820.5,0.0,1199776.0,0.0,-287.0,0.0,,26.767286042244223,26.681423707341025,26.591935319797983,0.6822816489752447
2018-11-01,Barbados,0.81,-2.17,0.7892064126879031,125.2,163523103.0,2655.0,5629916200.0,2.0,-0.5321,793994.0,0.0,177.5,0.0,1371714.5,0.0,-287.0,0.0,,26.466826947530137,26.383091661707454,26.28503712548149,0.6575881959182777
2018-12-01,Barbados,-0.2,-1.14,0.5350576470300652,53.16,163523103.0,2655.0,5629916200.0,2.0,-1.4791,0.0,1125.0,713190.5,0.0,1834089.5,0.0,-287.0,0.0,,25.69393023419127,25.62247941799677,25.53912145142914,0.6680778375282892
2019-01-01,Barbados,-0.3,-0.73,0.4373946506342102,30.67,164913055.0,2677.0,5788288000.0,2.0,-1.9412,3538.0,0.0,119.0,0.0,1001146.5,0.0,-349.0,0.0,,25.056996569069497,24.98639792226077,24.917390134257687,0.6080793426680111
2019-02-01,Barbados,0.61,0.48,0.5453689327792864,24.05,164913055.0,2677.0,5788288000.0,2.0,-1.8156,826629.5,0.0,862737.5,0.0,1398198.5,0.0,-349.0,0.0,,25.18027594430106,25.114102178221287,25.045356278192457,0.5170657862939226
2019-03-01,Barbados,0.3,2.62,0.9249138665421612,32.14,164913055.0,2677.0,5788288000.0,2.0,-0.3859,1862.0,0.0,569066.5,0.0,936.0,0.0,-349.0,0.0,,25.348490056683943,25.29046748871229,25.222925645561645,0.4620760516707108
2019-04-01,Barbados,0.1,2.76,0.9257019869632988,57.77,164913055.0,2677.0,5788288000.0,2.0,0.4459,4121.0,0.0,130.5,0.0,2350349.5,0.0,-349.0,0.0,,25.77385141584608,25.72313877373233,25.657062678866964,0.4906472457822886
2019-05-01,Barbados,1.5,2.04,0.5068456410009174,30.23,164913055.0,2677.0,5788288000.0,2.0,-1.0515,0.0,300.0,938948.5,0.0,0.0,327.5,-349.0,0.0,,26.77808735755184,26.72605322776696,26.651845653082773,0.4657127278073982
2019-06-01,Barbados,0.3,3.03,0.8666744479685106,88.64,164913055.0,2677.0,5788288000.0,2.0,-1.3387,1001692.5,0.0,30.5,0.0,7863.0,0.0,-349.0,0.0,,27.202956835428893,27.150661126119928,27.07921551598446,0.4806480078548559
2019-07-01,Barbados,0.1,4.11,0.7565741486832395,95.84,164913055.0,2677.0,5788288000.0,2.0,-0.616,877572.5,0.0,1053689.5,0.0,1387756.5,,-349.0,0.0,,26.85898804203157,26.80543792840615,26.73651345365795,0.6067751612188549
2019-08-01,Barbados,-0.49,8.9,0.8155323425127843,128.42,164913055.0,2677.0,5788288000.0,2.0,-1.0224,7372.0,0.0,1790096.0,0.0,228.5,0.0,-349.0,0.0,,26.9454790833176,26.866806265634068,26.79678694202056,0.6646661580927906
2019-09-01,Barbados,-0.4,12.21,0.6796322660055265,104.49,164913055.0,2677.0,5788288000.0,2.0,-1.2773,0.0,750.0,602400.0,0.0,465.0,0.0,-349.0,0.0,,27.53674687279596,27.467829409448484,27.410097567240427,0.6501420032340375
2019-10-01,Barbados,0.4,11.83,0.7177756920667263,136.52,164913055.0,2677.0,5788288000.0,2.0,-0.6468,900390.5,0.0,107.5,0.0,1362869.0,0.0,-349.0,0.0,,27.2160449571507,27.156702925905165,27.102873964207163,0.6364186856121342
2019-11-01,Barbados,0.0,11.99,0.7497770142275698,131.15,164913055.0,2677.0,5788288000.0,2.0,-0.6297,27387.5,0.0,507937.0,0.0,551.0,0.0,-349.0,0.0,,26.815556950039365,26.7459590787982,26.687988048129625,0.6760423455518552
2019-12-01,Barbados,0.4,12.41,0.678173661327132,65.28,164913055.0,2677.0,5788288000.0,2.0,-1.2709,1042729.0,0.0,276054.0,0.0,1970767.5,0.0,-349.0,0.0,,26.62838581864554,26.568558575254546,26.51313044230148,0.6555451686999811
2020-01-01,Barbados,0.2,11.76,0.5573780937686704,37.75,166298024.0,2696.0,5168344450.0,2.0,-1.1852,0.0,750.0,862118.5,0.0,1851.0,0.0,-345.0,0.0,,25.825484130203108,25.75397528765848,25.72027002150014,0.6234204645399557
2020-02-01,Barbados,0.29,4.76,0.9064660429678076,41.9,166298024.0,2696.0,5168344450.0,2.0,-0.0268,1622.5,0.0,1466458.5,0.0,1510844.5,0.0,-345.0,0.0,,25.67199798233208,25.59987113601511,25.55011849238957,0.5773181578673504
2020-03-01,Barbados,-0.2,6.32,0.7448660420723269,26.02,166298024.0,2696.0,5168344450.0,2.0,-0.9811,1038141.5,0.0,1803804.0,0.0,7961.0,0.0,-345.0,0.0,,25.62843651720277,25.563070078424403,25.50507462204144,0.5055725257754787
2020-04-01,Barbados,,9.92,0.5783865810233534,31.42,166298024.0,2696.0,5168344450.0,2.0,-2.5189,0.0,1400.0,26.0,,1863821.0,0.0,-345.0,0.0,,26.39889265696212,26.354101813850093,26.30512909359402,0.4295790654126102
2020-05-01,Barbados,2.96,12.18,0.5328618151619503,30.88,166298024.0,2696.0,5168344450.0,2.0,-1.8118,20139.5,0.0,1737923.0,,293.5,0.0,-345.0,0.0,,27.00239693016136,26.95233375624474,26.89423475778233,0.3982745174530456
2020-06-01,Barbados,-0.5,12.47,1.0707825810053544,114.44,166298024.0,2696.0,5168344450.0,2.0,-0.4941,943930.0,0.0,1775929.0,,2784273.5,0.0,-345.0,0.0,,27.25855695936417,27.21846034194897,27.16385209825308,0.4895809092242323
2020-07-01,Barbados,0.4,10.4,0.7542715631890585,94.9,166298024.0,2696.0,5168344450.0,2.0,-0.5926,0.0,750.0,54.0,,2255.5,0.0,-345.0,0.0,,27.20873876592168,27.15906532983109,27.10281323668778,0.6026432402831325
2020-08-01,Barbados,0.4,7.5,1.3077000399408985,188.93,166298024.0,2696.0,5168344450.0,2.0,0.1577,14598.0,0.0,,53.0,2529993.0,0.0,-345.0,0.0,,27.25864811148699,27.198863066535694,27.134217772945306,0.6678549695514507
2020-09-01,Barbados,0.0,3.41,0.5659860812072885,89.11,166298024.0,2696.0,5168344450.0,2.0,-0.4877,1120794.5,0.0,65.0,,1545.0,0.0,-345.0,0.0,,27.578127182854587,27.50875517510332,27.458983845180967,0.6694116651777962
2020-10-01,Barbados,0.4,4.48,1.5365258843313678,283.31,166298024.0,2696.0,5168344450.0,2.0,2.5349,1069399.5,0.0,1346429.5,,4287154.0,0.0,-345.0,0.0,,27.03728900212116,26.97054845043283,26.88611870222195,0.6504258298717094
