Year-Month,Country,inflation-rate(heading),food_inflation,precipitation_Ratio,Population,fatalities,gdp,Exchange_rate,SPEI,c_cifvalue,c_fobvalue,w_cifvalue,w_fobvalue,s_cifvalue,s_fobvalue,Net Refugees,Disaster_Affected,Precipitation,max_temp,mean_temp,min_temp,NDVI_Ratio
2001/1/1,United Kingdom,-0.68,1.52,1.3258506254576483,59119673.0,610331.0,1649827263567.01,0.6765,-0.567913186035051,,,,,,,272008.0,,220.60661913758963,7.576708442934148,2.3981546299194747,-2.61004600935081,0.5111009219691156
2001/2/1,United Kingdom,0.27,1.67,1.1722409819340756,59119673.0,610331.0,1649827263567.01,0.68787,0.778794435859217,,,,,,,272008.0,,114.5059812299667,7.6614920343672,3.034622842273905,-3.00276519684564,0.4582857608279913
2001/3/1,United Kingdom,0.27,3.83,2.342219000759728,59119673.0,610331.0,1649827263567.01,0.69205,0.483565679288442,,,,,,,272008.0,,270.7936451204361,8.385116236697002,3.537044409634632,-2.07825216888096,0.4570782975447895
2001/4/1,United Kingdom,0.68,4.46,1.6630335613528997,59119673.0,610331.0,1649827263567.01,0.69698,0.701419656129669,,,,,,,272008.0,,114.94942416939683,9.278113683064817,6.105208234024303,1.212504959106468,0.5491759294649037
2001/5/1,United Kingdom,0.67,6.09,1.111074399348336,59119673.0,610331.0,1649827263567.01,0.70166,-1.09432566581744,,,,,,,272008.0,,82.15336301762571,12.659921900431357,10.869722131938149,7.946269976708209,0.6762081075038484
2001/6/1,United Kingdom,0.13,6.37,1.182893823880545,59119673.0,610331.0,1649827263567.01,0.71375,-0.354823074199413,,,,,,,272008.0,,85.50975821607857,15.0890897115072,12.24585796029811,7.848863474528002,0.5588295293050404
2001/7/1,United Kingdom,-0.67,3.46,1.4167644873580552,59119673.0,610331.0,1649827263567.01,0.70732,-0.397980751907719,,,,,,,272008.0,,99.57716021999236,17.993656843452072,14.840344222802116,10.426533922585122,0.6658926431033216
2001/8/1,United Kingdom,0.4,3.95,1.268990488939862,59119673.0,610331.0,1649827263567.01,0.69595,0.265030618595858,,,,,,,272008.0,,78.23464768932712,17.879647868166728,14.694813971998885,9.964325287521548,0.6499709993554614
2001/9/1,United Kingdom,0.27,3.48,1.703716274068448,59119673.0,610331.0,1649827263567.01,0.68372,0.144330216942403,,,,,,,272008.0,,194.17481269631327,15.04407687717014,11.945617000031518,7.5045098198784785,0.6389173292674041
2001/10/1,United Kingdom,-0.13,3.94,1.186054308278231,59119673.0,610331.0,1649827263567.01,0.68902,0.684796052702222,,,,,,,272008.0,,189.27723987128147,14.915647350844552,11.858315942200932,7.445708149735651,0.6432499190292179
