Year-Month,Country,food_inflation,inflation-rate(heading),precipitation_Ratio,Population,fatalities,gdp,Exchange_rate,SPEI,c_cifvalue,c_fobvalue,w_cifvalue,w_fobvalue,s_cifvalue,s_fobvalue,Net Refugees,Disaster_Affected,Precipitation,max_temp,mean_temp,min_temp,food_inflation.1,NDVI_Ratio
2013-06-01,Guyana,2.59,0.37,0.7853608222951485,750021.0,6037.0,4167800929.0,206.0,-1.0339,88582.02,0.0,,,,,-924.0,0.0,257.5284307,25.97165574,24.38799678,18.17255635,,0.687586753115262
2013-07-01,Guyana,4.86,-0.01,0.9736390856960376,750021.0,6037.0,4167800929.0,205.0,-0.2192,1468360.519,0.0,2999137.557,0.0,80583.743,0.0,-924.0,0.0,270.7655594,25.87439029,24.02367197,17.89197104,,0.6804479114948994
2013-08-01,Guyana,6.43,0.45,1.4295067994955344,750021.0,6037.0,4167800929.0,205.5,0.8966,125775.067,0.0,,,,,-924.0,0.0,280.8394351,26.55248458,24.34628697,18.00099454,,0.7261249477718706
2013-09-01,Guyana,6.79,0.53,0.8474681048613911,750021.0,6037.0,4167800929.0,205.5,-0.031,82990.951,0.0,3746994.737,0.0,,,-924.0,0.0,88.61840771,27.56088077,25.30652479,18.74151228,,0.7788774094479836
2013-10-01,Guyana,6.84,-0.53,0.8085454332269907,750021.0,6037.0,4167800929.0,205.5,-0.0643,60474.595,0.0,0.0,18699.308,21822.574,0.0,-924.0,0.0,64.84681613,28.52616584,25.59175548,18.83572302,,0.7374138000781072
2013-11-01,Guyana,6.81,-0.09,1.0601611502687271,750021.0,6037.0,4167800929.0,206.25,1.1127,3165337.248,0.0,3089611.191,0.0,446385.405,0.0,-924.0,0.0,104.3446885,28.32027836,25.11564152,18.34283424,,0.6977234969661199
2013-12-01,Guyana,6.72,0.36,1.1973310837252928,750021.0,6037.0,4167800929.0,,0.6592,,,,,,,-924.0,0.0,214.9293015,27.85265101,24.4324348,17.92009683,,0.6447318679559348
2014-01-01,Guyana,6.7,-0.07,0.6701130889953152,754229.0,5902.0,4127660152.0,206.5,-1.1219,1456462.635,0.0,4070418.141,0.0,1246397.579,0.0,-836.0,0.0,102.8601094,27.43005745,24.14705197,17.59677662,,0.6870851973652218
2014-02-01,Guyana,6.83,-0.07,0.976467538630155,754229.0,5902.0,4127660152.0,206.0,-0.1945,287.342,0.0,0.0,24995.585,482019.402,0.0,-836.0,0.0,97.42081527,27.67306117,24.04231075,17.91452497,,0.5643698839157404
2014-03-01,Guyana,6.84,-0.07,0.4710046610273222,754229.0,5902.0,4127660152.0,206.5,-0.9032,1390950.615,0.0,2578471.223,0.0,242502.728,0.0,-836.0,0.0,59.49246344,28.62120939,24.87030124,18.43094771,,0.5688178352720001
2014-04-01,Guyana,5.52,-0.07,0.8324389500708679,754229.0,5902.0,4127660152.0,206.5,-0.9591,70617.78,0.0,3817896.846,0.0,359281.94,0.0,-836.0,0.0,156.8771905,27.99981931,24.82965117,18.53591686,,0.5005255668628895
2014-05-01,Guyana,6.0,-0.07,0.4284284944311009,754229.0,5902.0,4127660152.0,206.5,-1.7657,1410531.712,0.0,0.0,10300.819,585597.753,0.0,-836.0,0.0,146.6062156,27.49664802,24.89666012,18.70927088,,0.577488426652624
2014-06-01,Guyana,6.2,-0.08,0.890304959860552,754229.0,5902.0,4127660152.0,206.5,-0.693,3008.549,0.0,3150425.789,0.0,253262.64,0.0,-836.0,0.0,302.3246336,25.95081772,24.13027368,18.10548895,,0.5914890889516362
2014-07-01,Guyana,3.02,0.36,0.6209007947345502,754229.0,5902.0,4127660152.0,206.5,-1.1927,1950000.703,0.0,2476.577,0.0,481818.99,0.0,-836.0,0.0,172.0905632,26.21782127,24.39262108,17.93906518,,0.7157175044426092
2014-08-01,Guyana,2.84,0.44,0.920040867397127,754229.0,5902.0,4127660152.0,206.5,-0.4205,94517.864,0.0,3206007.227,0.0,38130.931,0.0,-836.0,0.0,181.8583415,26.70940435,24.53737632,17.89209242,,0.7604717252448374
2014-09-01,Guyana,2.75,0.18,0.4817571766501163,754229.0,5902.0,4127660152.0,206.5,-1.338,278487.479,0.0,0.0,5150.409,703852.905,0.0,-836.0,0.0,52.16882229,27.81190571,25.60094472,18.71046528,,0.7460088374288929
2014-10-01,Guyana,2.24,0.18,1.072857896571649,754229.0,5902.0,4127660152.0,206.5,0.5243,118038.603,0.0,3930459.197,0.0,635965.522,0.0,-836.0,0.0,87.1252101,28.33973871,25.82880207,18.71725362,,0.7409304764721101
2014-11-01,Guyana,2.22,0.0,1.4024691558157782,754229.0,5902.0,4127660152.0,206.5,1.1647,1971876.477,0.0,0.0,10400.827,810505.779,0.0,-836.0,0.0,141.0136366,28.61685719,25.23701185,18.56662661,,0.678730423126783
2014-12-01,Guyana,2.16,0.44,0.7709059964188938,754229.0,5902.0,4127660152.0,206.5,-0.8125,2024030.247,0.0,3878763.337,0.0,224533.411,0.0,-836.0,0.0,127.5293936,28.46141166,24.98411035,18.40323269,,0.6793805576331107
2015-01-01,Guyana,0.66,-2.81,0.7794077304448287,758781.0,5879.0,4279840194.0,206.5,-0.9713,332705.956,0.0,0.0,4400.35,599966.264,0.0,-719.0,0.0,118.324239,27.96624059,24.29139232,17.85838294,,0.674396385836399
2015-02-01,Guyana,0.83,0.18,0.883750306448996,758781.0,5879.0,4279840194.0,206.5,-0.4159,1815871.944,0.0,3810027.423,0.0,655927.93,0.0,-719.0,0.0,80.74157274,28.53343054,24.66393008,18.37575929,,0.5752060429018326
2015-03-01,Guyana,0.33,0.09,0.598501048594654,758781.0,5879.0,4279840194.0,206.5,-0.5651,1729842.059,0.0,0.0,20801.654,890086.712,0.0,-719.0,0.0,70.69329739,28.425206,24.55629955,18.4244342,,0.5624150836742863
2015-04-01,Guyana,2.6,0.18,0.6758795803404013,758781.0,5879.0,4279840194.0,206.5,-0.6593,243872.832,0.0,2882786.743,0.0,1180141.109,0.0,-719.0,0.0,126.5454952,27.87292355,24.886468,18.80813135,,0.5014953339952999
2015-05-01,Guyana,2.35,0.54,0.923499344164454,758781.0,5879.0,4279840194.0,206.5,-0.2623,70023.535,0.0,980.238,0.0,130210.351,0.0,-719.0,0.0,311.5253848,26.29450856,24.183608,18.39146127,,0.5435920367007616
2015-06-01,Guyana,2.41,0.09,0.763925721022624,758781.0,5879.0,4279840194.0,206.5,-0.6215,1392635.116,0.0,3783821.48,0.0,791089.242,0.0,-719.0,0.0,255.7796966,25.82780751,24.2834942,18.19711903,,0.659446716848223
2015-07-01,Guyana,2.3,0.27,0.8731983049915664,758781.0,5879.0,4279840194.0,206.5,-0.2773,828503.479,0.0,0.0,25952.063,264682.195,0.0,-719.0,0.0,241.0506613,26.16145303,24.29319997,18.10088515,,0.6861503790010951
2015-08-01,Guyana,1.74,0.27,0.747272768455003,758781.0,5879.0,4279840194.0,206.5,0.4769,184668.433,0.0,3647032.516,0.0,901435.433,0.0,-719.0,0.0,146.8896804,27.1303316,25.11455013,18.55098852,,0.7588248466150476
2015-09-01,Guyana,1.32,-0.36,0.368355067785454,758781.0,5879.0,4279840194.0,206.5,-0.9755,714972.83,0.0,0.0,25952.063,18109.44,0.0,-719.0,0.0,39.66786342,29.62709245,26.53472966,19.44810753,,0.7829138796475374
2015-10-01,Guyana,1.07,-0.27,0.3751943656479065,758781.0,5879.0,4279840194.0,206.5,-1.5389,664832.208,0.0,327344.282,0.0,877165.976,0.0,-719.0,0.0,30.54469062,31.42919652,27.7411001,20.10258362,,0.7981269967363457
2015-11-01,Guyana,1.08,-0.09,0.6164694632446731,758781.0,5879.0,4279840194.0,206.5,-1.1449,818503.406,0.0,0.0,10300.819,729607.149,0.0,-719.0,0.0,72.26153271,30.04321401,26.34538854,19.02729333,,0.7120041262397799
2015-12-01,Guyana,1.03,0.18,0.5324525511106342,758781.0,5879.0,4279840194.0,206.5,-1.1655,761721.061,0.0,3442684.742,0.0,1542072.854,0.0,-719.0,0.0,88.23166255,28.32947203,25.27673363,18.2955181,,0.661248056156414
2016-01-01,Guyana,-1.44,-0.18,0.3032822615232857,763548.0,5888.0,4482697337.0,206.5,-1.0385,862198.596,0.0,0.0,5150.409,243738.952,0.0,-553.0,0.0,43.2158063,28.92042181,25.20784356,18.67421518,,0.7221516781313089
2016-02-01,Guyana,-2.05,-0.45,0.837087571360035,763548.0,5888.0,4482697337.0,206.5,-0.1471,1382110.924,0.0,0.0,10300.819,1369946.823,0.0,-553.0,0.0,79.33659203,28.10749752,25.01515473,19.0325688,,0.4901769288628325
2016-03-01,Guyana,-3.2,0.45,0.4874618954537421,763548.0,5888.0,4482697337.0,206.5,-1.1387,82134.609,0.0,3584486.824,0.0,363692.761,0.0,-553.0,0.0,56.89098186,29.33608025,25.85932936,19.85995353,,0.504829874404387
2016-04-01,Guyana,-4.8,0.0,1.5184946567751751,763548.0,5888.0,4482697337.0,206.5,0.5566,2358945.47,0.0,0.0,15451.233,106478.629,0.0,-553.0,0.0,266.103648,27.99591476,25.39589242,19.29724397,,0.5021406358543384
2016-05-01,Guyana,-5.4,0.98,0.8810336384176474,763548.0,5888.0,4482697337.0,206.5,0.4307,645480.114,0.0,3213827.189,0.0,37.573,0.0,-553.0,0.0,291.0760936,26.4487677,24.78770801,18.86821442,,0.6298606986468973
2016-06-01,Guyana,-5.82,0.18,0.9807774911278276,763548.0,5888.0,4482697337.0,206.5,-0.4207,367018.426,0.0,0.0,5150.409,2097.55,0.0,-553.0,0.0,327.1829201,26.00236556,24.24417518,18.11534841,,0.6508632932834639
2016-07-01,Guyana,-4.54,-0.18,0.9635891103284042,763548.0,5888.0,4482697337.0,206.5,-0.9446,52147.238,0.0,6372942.769,0.0,72.556,0.0,-553.0,0.0,264.2160295,26.26915678,24.33145112,18.06281333,,0.7035260578049661
2016-08-01,Guyana,-5.15,0.27,0.9156987254757152,763548.0,5888.0,4482697337.0,206.5,-0.5659,1333288.882,0.0,0.0,149811.909,840.287,0.0,-553.0,0.0,179.880675,27.0745919,25.022031,18.7035244,,0.7437518980239288
2016-09-01,Guyana,-4.34,0.0,1.0703559078699114,763548.0,5888.0,4482697337.0,206.5,0.4357,122075.574,0.0,0.0,15451.228,65.495,0.0,-553.0,0.0,112.2136756,27.43052921,25.49514354,19.01095727,,0.7641783482020053
2016-10-01,Guyana,-3.52,0.0,0.7558298438135812,763548.0,5888.0,4482697337.0,206.5,-0.5714,1109104.392,0.0,3724852.772,0.0,544412.387,0.0,-553.0,0.0,60.01027803,30.0291688,26.74925063,19.80935036,,0.7759760197970884
2016-11-01,Guyana,-4.96,0.09,0.8240886786944468,763548.0,5888.0,4482697337.0,206.5,-0.6828,1156448.284,0.0,0.0,16201.288,542293.109,0.0,-553.0,0.0,78.38917599,29.35782096,26.25659075,19.42740375,,0.7079470359436493
2016-12-01,Guyana,-3.4,0.27,1.0515506801940755,763548.0,5888.0,4482697337.0,206.5,1.2299,120935.084,0.0,3913286.082,0.0,558864.086,0.0,-553.0,0.0,187.8646284,28.37745661,24.82531205,18.36144834,,0.6254168844414771
2017-01-01,Guyana,-0.21,0.7,1.5963177831162687,768479.0,5836.0,4748174334.0,206.5,-0.1983,1166097.321,0.0,0.0,5150.005,43.687,0.0,-725.0,0.0,219.328161,28.00590668,24.21325866,17.92841959,,0.5988249698785832
2017-02-01,Guyana,0.85,0.26,1.716905583423918,768479.0,5836.0,4748174334.0,206.5,0.0616,1435900.064,0.0,0.0,65360.067,,,-725.0,0.0,162.4565115,26.96945025,24.12303484,17.98879549,,0.5962659373033721
2017-03-01,Guyana,2.55,-0.44,1.6099613806021622,768479.0,5836.0,4748174334.0,206.5,1.1208,1008584.979,0.0,4197988.634,0.0,,,-725.0,0.0,198.1059648,27.31655048,24.65128401,18.40648873,,0.5818112610271508
2017-04-01,Guyana,2.53,-0.09,0.686296160724935,768479.0,5836.0,4748174334.0,206.5,-0.3251,328850.33,0.0,0.0,20275.021,,,-725.0,0.0,127.1279312,28.37621839,25.12032293,19.13182549,,0.5512757794870049
2017-05-01,Guyana,3.11,0.18,0.955360786058788,768479.0,5836.0,4748174334.0,206.5,-0.0202,1228894.38,0.0,3532256.737,0.0,233.335,0.0,-725.0,0.0,321.5581201,26.32657741,24.7450626,18.85015142,,0.6536473958034499
2017-06-01,Guyana,3.18,0.44,1.030593633934167,768479.0,5836.0,4748174334.0,206.5,-0.2766,765.252,0.0,0.0,14925.015,30.06,0.0,-725.0,0.0,344.5494967,26.13111333,24.4925768,18.39772845,,0.6556041210300068
2017-07-01,Guyana,2.4,0.26,1.0853651756069451,768479.0,5836.0,4748174334.0,206.5,-0.0538,924793.758,0.0,0.0,26375.027,,,-725.0,0.0,301.8432161,26.31449877,24.25877153,17.92205452,,0.7210497344005224
2017-08-01,Guyana,1.72,0.09,0.8030984681709036,768479.0,5836.0,4748174334.0,206.5,-1.5444,619671.698,0.0,3485112.03,0.0,,,-725.0,0.0,158.2895171,27.486612,25.70333894,18.6405151,,0.7819981140134747
2017-09-01,Guyana,1.15,0.1,1.240662942109661,768479.0,5836.0,4748174334.0,206.5,0.35,906683.043,0.0,39309.47,0.0,0.0,2.0,-725.0,0.0,128.9596259,27.93128196,25.91090769,18.84504606,,0.7219232222811052
2017-10-01,Guyana,0.35,-0.03,1.0297925357926203,768479.0,5836.0,4748174334.0,206.5,-0.8907,636084.644,0.0,69524.882,0.0,,,-725.0,0.0,87.54045217,29.31758194,26.16595726,18.87611269,,0.7339009330489564
2017-11-01,Guyana,1.65,-0.16,0.8782855986802331,768479.0,5836.0,4748174334.0,206.5,-0.7944,921756.366,0.0,0.0,23125.024,0.0,89.0,-725.0,0.0,97.25974157,29.8294598,26.00437151,18.98925798,,0.7082969220908808
2017-12-01,Guyana,-0.01,0.17,0.8199499935129062,768479.0,5836.0,4748174334.0,206.5,-0.6588,702316.553,0.0,3821376.816,0.0,,,-725.0,0.0,148.0281448,28.45526518,24.98055264,18.39207738,,0.6461395464871034
2018-01-01,Guyana,-0.37,0.89,0.6619025106701857,791556.0,5862.0,4787636998.0,206.5,-0.1592,1208596.544,0.0,78059.736,0.0,0.0,16.0,-797.0,0.0,99.96551719,27.92829826,24.39839112,17.90959919,,0.6655108187286283
2018-02-01,Guyana,-1.36,-0.7,0.923812640040979,791556.0,5862.0,4787636998.0,206.5,-0.8429,1069221.804,0.0,,,1285.986,0.0,-797.0,0.0,85.23256573,28.23004514,24.2326124,17.67185829,,0.6505530832851341
2018-03-01,Guyana,-2.12,-0.53,0.7297748484752468,791556.0,5862.0,4787636998.0,206.5,-0.3377,1034564.427,0.0,0.0,4624.995,171.41,0.0,-797.0,0.0,82.53499919,29.02724308,25.20502312,18.52194286,,0.627610170576065
2018-04-01,Guyana,-1.3,-0.02,1.026924570589323,791556.0,5862.0,4787636998.0,208.5,0.352,572616.948,0.0,3634249.632,0.0,,,-797.0,0.0,190.1976541,26.86707427,24.46588375,18.39403553,,0.5034340000152071
2018-05-01,Guyana,-0.99,0.52,0.9396312005569734,791556.0,5862.0,4787636998.0,208.5,0.3272,1337948.406,0.0,0.0,13944.33,57.56,0.0,-797.0,0.0,326.5011085,25.92053306,23.87972494,18.11423633,,0.562566558174511
2018-06-01,Guyana,-0.95,0.69,0.9474544716421516,791556.0,5862.0,4787636998.0,208.5,0.1706,1797793.191,0.0,4628043.525,0.0,0.0,82.0,-797.0,0.0,316.2427105,25.68492747,23.78135997,17.80766239,,0.662331813931102
2018-07-01,Guyana,1.92,-0.17,1.1118640457698228,791556.0,5862.0,4787636998.0,208.5,0.7146,1757.236,0.0,2885825.333,0.0,,,-797.0,0.0,309.0863944,25.9192111,23.95769956,17.75682346,,0.7016558241625479
2018-08-01,Guyana,1.66,0.69,0.7067963160569145,791556.0,5862.0,4787636998.0,208.5,-1.218,1393379.598,0.0,0.0,9249.992,,,-797.0,0.0,140.3982713,26.89531635,25.00891083,18.24446107,,0.7299247405905194
2018-09-01,Guyana,2.29,0.09,1.3593215490332864,791556.0,5862.0,4787636998.0,208.5,1.4923,1190218.909,0.0,88603.713,0.0,,,-797.0,0.0,138.540897,27.70889295,25.38955874,18.753039,,0.7743420053832202
2018-10-01,Guyana,2.73,0.34,0.5285070483166082,791556.0,5862.0,4787636998.0,208.5,-1.3619,1217194.66,0.0,44.545,0.0,,,-797.0,0.0,43.35075197,30.19250288,26.8954592,19.41907588,,0.7415228269990951
2018-11-01,Guyana,3.0,0.0,0.8974486337838384,791556.0,5862.0,4787636998.0,208.5,-0.434,1169181.087,0.0,3515108.161,0.0,,,-797.0,0.0,94.55915033,28.5908531,25.58563218,18.85885169,,0.6891238483603711
2018-12-01,Guyana,2.97,-0.17,0.593997266157775,791556.0,5862.0,4787636998.0,208.5,-1.3815,1313624.01,0.0,0.0,23624.985,0.0,21.0,-797.0,0.0,93.12318364,26.63858644,23.91427785,17.51208747,,0.6637482362774993
2019-01-01,Guyana,2.14,-0.09,0.4650678161725331,807665.0,6058.0,5173760192.0,208.5,-1.0757,1003365.849,0.0,2629724.347,0.0,0.0,233.0,-889.0,0.0,69.2744798,27.87428488,24.32623707,18.00427007,,0.6350170636790605
2019-02-01,Guyana,3.33,0.0,0.6194840687981157,807665.0,6058.0,5173760192.0,208.5,-0.3019,607039.007,0.0,0.0,9205.63,0.0,58.981,-889.0,0.0,55.80987986,28.19241903,24.60184963,18.06807008,,0.6124916736679855
2019-03-01,Guyana,3.2,0.09,0.2854158691881363,807665.0,6058.0,5173760192.0,208.5,-1.6117,8427.688,0.0,0.0,17963.216,0.0,128.0,-889.0,0.0,30.86034082,29.64471139,26.02197916,19.37475749,,0.5888284222857425
2019-04-01,Guyana,0.79,0.7,0.4738925348469735,807665.0,6058.0,5173760192.0,208.5,-1.2382,1854373.787,0.0,0.0,11124.993,78.312,0.0,-889.0,0.0,81.99155628,29.76399085,26.13668815,19.44765241,,0.5387330148233084
2019-05-01,Guyana,0.58,0.42,1.134428416419121,807665.0,6058.0,5173760192.0,208.5,0.6917,1055348.974,0.0,0.0,6499.996,0.0,518.369,-889.0,0.0,392.283084,26.89495721,24.58229383,18.64371551,,0.5817824630407347
2019-06-01,Guyana,0.09,0.43,1.0525669372294495,807665.0,6058.0,5173760192.0,208.5,0.1931,938406.306,0.0,0.0,6499.996,0.0,364.0,-889.0,0.0,353.3770185,26.19266224,24.39251473,18.32747127,,0.651563143657462
2019-07-01,Guyana,-3.13,0.25,0.960314289979332,807665.0,6058.0,5173760192.0,208.5,0.7938,3022.391,0.0,0.0,12999.992,14.609,0.0,-889.0,0.0,264.9330826,26.30728011,24.33966504,18.05157037,,0.6738524630905995
2019-08-01,Guyana,-1.47,0.1,1.1834690509268628,807665.0,6058.0,5173760192.0,208.5,0.9653,1796408.869,0.0,0.0,3249.998,,,-889.0,0.0,233.6471796,26.74552004,24.75923818,18.21937861,,0.7307102976549676
2019-09-01,Guyana,-2.58,0.2,1.091511769819777,807665.0,6058.0,5173760192.0,208.5,0.791,1036117.692,0.0,,,0.0,981.999,-889.0,0.0,115.1022716,27.86804028,25.97959704,19.13804624,,0.7316772922538777
2019-10-01,Guyana,1.23,0.2,0.9950322135019416,807665.0,6058.0,5173760192.0,208.5,0.2584,19460.036,0.0,,,14.499,0.0,-889.0,0.0,79.25905438,28.34375938,25.51984334,18.80556581,,0.7399914414128084
2019-11-01,Guyana,2.21,-0.28,1.2665371299382522,807665.0,6058.0,5173760192.0,208.5,1.2591,1203411.081,0.0,,,0.0,52.0,-889.0,0.0,121.7138841,28.39903406,25.50845925,18.97449521,,0.6933431181341008
2019-12-01,Guyana,3.32,0.01,0.8645581349495123,807665.0,6058.0,5173760192.0,208.5,0.1982,1431504.249,0.0,,,,,-889.0,0.0,137.49205,27.39888313,24.6304208,18.43910333,,0.6167988830102671
2020-01-01,Guyana,4.23,-0.46,0.6442483427134553,807481.0,6854.0,5471256595.0,208.5,-1.0902,1092549.205,1091500.491,3967338.286,3967338.286,86.014,81.918,-880.0,0.0,86.09582843,28.28176983,24.7511583,18.23564038,,0.7317902174294579
2020-02-01,Guyana,3.45,-0.32,0.4817143188168733,807481.0,6854.0,5471256595.0,208.5,-1.2687,1174663.234,1174224.049,5392975.877,5392975.877,0.0,300.0,-880.0,0.0,45.56950383,28.78232148,25.03111593,18.74347506,,0.6748117540460201
2020-03-01,Guyana,4.49,0.34,0.8683162212622009,807481.0,6854.0,5471256595.0,208.5,-1.1072,1124153.679,1124153.679,,,18.082,17.218,-880.0,0.0,94.74174585,29.54301092,25.84846557,19.10140779,,0.5611903159488822
2020-04-01,Guyana,6.54,0.14,0.7889491926912867,807481.0,6854.0,5471256595.0,208.5,1.0032,1361046.649,1360547.978,1293799.172,1293799.172,0.0,82.005,-880.0,0.0,147.4583273,29.28917586,25.68413543,19.17073239,,0.6021029138896565
2020-05-01,Guyana,7.76,0.18,0.8990892852302165,807481.0,6854.0,5471256595.0,208.5,1.0632,960792.387,960792.387,2936570.586,2936570.586,13.818,13.161,-880.0,0.0,311.1268698,26.97388498,24.86829789,18.81980337,,0.6075506204034844
2020-06-01,Guyana,8.81,0.17,1.0677678911058173,807481.0,6854.0,5471256595.0,208.5,-0.0587,978128.563,977628.664,3089687.423,3089687.423,232.115,221.06,-880.0,0.0,359.938111,26.24917382,24.33427098,18.19974077,,0.6769558491249432
2020-07-01,Guyana,8.44,0.11,0.9321800094926982,807481.0,6854.0,5471256595.0,208.5,0.1579,881599.09,881166.673,,,,,-880.0,0.0,257.3471157,26.50911574,24.64373734,18.10374255,,0.7394006784982232
2020-08-01,Guyana,6.77,0.47,1.0507104504086624,807481.0,6854.0,5471256595.0,208.5,0.2157,1172056.089,1171544.953,2356686.674,2356686.674,18.067,17.209,-880.0,0.0,206.0575752,27.12109718,25.07065284,18.49639645,,0.7868500807027917
2020-09-01,Guyana,6.83,0.28,0.6858614684768048,807481.0,6854.0,5471256595.0,208.5,-0.048,487.103,487.103,48714.185,48714.185,236.072,224.83,-880.0,0.0,73.34463805,27.84588706,26.00911366,18.8121197,,0.7829539476478177
2020-10-01,Guyana,1.22,0.18,0.9455011853634194,807481.0,6854.0,5471256595.0,208.5,-0.0097,2047923.898,2047462.253,,,18.552,17.669,-880.0,0.0,75.26221661,29.33699393,26.60367428,19.0794072,,0.7286188571313561
2020-11-01,Guyana,0.12,0.06,1.535384312908796,807481.0,6854.0,5471256595.0,208.5,1.9317,74448.19,74448.19,,,154.499,154.499,-880.0,0.0,151.7042306,27.33840584,25.04009793,18.46383716,,0.6570366496945339
2020-12-01,Guyana,-1.98,-0.2,1.1757784740271329,807481.0,6854.0,5471256595.0,208.5,0.5847,589269.009,588070.338,4017689.213,4017689.213,10.072,9.592,-880.0,0.0,194.4649088,27.55773703,24.41333745,18.16076437,,0.591114602483061
2021-01-01,Guyana,-1.43,1.03,2.334761318888068,815482.0,8966.0,8041362110.0,208.5,0.3089,2373565.08,1016.22,2007498.715,,38.748,1.847,-1007.0,0.0,326.6445875,26.56950022,23.80973315,17.53415759,,0.6190611401950882
2021-02-01,Guyana,-3.14,0.0,0.8515877109781339,815482.0,8966.0,8041362110.0,208.5,-0.1074,995689.181,995549.358,,,0.0,76.067,-1007.0,0.0,79.94734195,27.43161751,24.27125093,17.7628989,,0.5764775648874436
2021-03-01,Guyana,-3.62,0.04,2.823419920047526,815482.0,8966.0,8041362110.0,208.5,1.4508,2085565.481,2085101.495,3886440.889,3886440.889,0.0,1034.004,-1007.0,0.0,336.0126404,27.48941207,24.31241566,17.90377121,,0.6135336375244209
2021-04-01,Guyana,-3.05,0.0,2.2218912329072413,815482.0,8966.0,8041362110.0,208.5,1.6573,291061.684,290477.382,,,,,-1007.0,0.0,397.6778197,26.35901252,24.45388992,18.15495978,,0.5583436337097001
2021-05-01,Guyana,-3.24,4.44,1.5465996826232848,815482.0,8966.0,8041362110.0,208.5,0.6807,1618626.695,1618053.223,,,65.396,65.396,-1007.0,0.0,511.0390194,26.04218841,24.11937875,18.18630751,,0.5058025620312483
2021-06-01,Guyana,-4.35,0.0,1.0003184833407732,815482.0,8966.0,8041362110.0,208.5,0.5348,1669281.09,1668654.678,2238734.088,2238734.088,38.998,37.141,-1007.0,0.0,333.6437039,26.07000841,24.36221805,18.18898356,,0.6890950869637453
2021-07-01,Guyana,-1.73,1.25,1.3084094581678398,815482.0,8966.0,8041362110.0,208.5,1.1154,2567084.976,2566872.99,3671972.767,3671972.767,1223.683,1165.414,-1007.0,0.0,362.2696194,26.19865808,24.06821113,17.78366102,,0.6871935126523581
2021-08-01,Guyana,-1.0,0.0,1.5625460957351922,815482.0,8966.0,8041362110.0,208.5,0.4393,77981.283,77696.104,2369054.004,2369054.004,161.563,153.87,-1007.0,0.0,309.5458282,26.73416081,24.7469031,18.17918717,,0.7376413861965145
2021-09-01,Guyana,-0.43,-1.11,1.1022039824434924,815482.0,8966.0,8041362110.0,208.5,-0.1701,5578061.552,5577554.881,,,39.309,37.439,-1007.0,0.0,116.531185,27.86901442,25.63559256,18.81190722,,0.7486101316730736
2021-10-01,Guyana,1.99,0.0,1.5930046296630136,815482.0,8966.0,8041362110.0,208.5,1.4903,8074.834,6509.185,,,688.705,686.839,-1007.0,0.0,128.4094893,29.30769566,26.13908692,19.19035853,,0.726408845686613
2021-11-01,Guyana,2.19,-0.3,1.239989894665888,815482.0,8966.0,8041362110.0,208.5,0.3387,1134318.847,1132891.731,3732694.47,3732694.47,34.278,32.647,-1007.0,0.0,132.841584,28.77250366,25.21561128,18.60738322,,0.694095831378225
2021-12-01,Guyana,3.45,0.28,1.4760906953172024,815482.0,8966.0,8041362110.0,208.5,1.1047,3912021.928,3912021.928,4686433.001,4686433.001,,,-1007.0,0.0,219.7681356,27.34129248,24.37954064,18.28287724,,0.5879117675810344
2022-01-01,Guyana,3.22,1.52,0.7177660898868168,821637.0,6005.0,14718388489.0,208.5,-1.0894,90136.163,90136.163,1970164.768,1970164.768,,,-1004.0,0.0,110.0920193,27.91819329,24.13228545,17.41338923,,0.7028073459110826
2022-02-01,Guyana,4.69,-0.43,2.239128990031629,821637.0,6005.0,14718388489.0,208.5,1.4917,1950636.377,1950399.155,,,35.247,33.568,-1004.0,0.0,215.8537584,27.92500385,24.21567403,17.88892335,,0.5235997770001717
2022-03-01,Guyana,5.82,0.59,2.4469842620440856,821637.0,6005.0,14718388489.0,208.5,1.5261,2351910.337,2350858.414,,,,,-1004.0,0.0,299.30813,26.95587735,24.25048899,18.09218395,,0.4974979407249571
2022-04-01,Guyana,4.94,1.09,1.3107381442933472,821637.0,6005.0,14718388489.0,208.5,0.3465,2071012.31,2070520.565,3978883.952,3978883.952,0.0,6.005,-1004.0,0.0,240.3522669,26.73945823,24.50318318,18.27759571,,0.4866227390764204
2022-05-01,Guyana,6.73,0.4,1.128872070145622,821637.0,6005.0,14718388489.0,208.5,0.6966,0.0,124.0,,,38.043,36.23,-1004.0,0.0,385.5807362,26.06625853,24.33735368,18.27525341,,0.4944212585422118
2022-06-01,Guyana,7.8,1.66,1.1509717447608272,821637.0,6005.0,14718388489.0,208.5,0.1208,3863618.419,3862783.072,4782849.85,4782849.85,,,-1004.0,0.0,382.0621002,25.67015239,23.80707342,17.7307291,,0.6617934766246831
2022-07-01,Guyana,5.8,1.49,1.098347169578871,821637.0,6005.0,14718388489.0,208.5,1.1009,3293595.839,3293134.147,5139728.591,5139728.591,74982.954,74982.954,-1004.0,0.0,304.8211686,26.25727818,24.21247672,17.87971077,,0.6755647192515295
2022-08-01,Guyana,7.01,1.03,1.2611880400214657,821637.0,6005.0,14718388489.0,208.5,0.2932,2227187.625,2226848.258,,,34.964,33.3,-1004.0,0.0,245.1321088,26.87035498,24.8662524,18.16263856,,0.7315721542525278
